language,id,language,id
pt,1638,es,
pt,1640,es,
pt,1642,es,
pt,1644,es,
pt,1646,es,
pt,1648,es,
pt,1650,es,
pt,1652,es,
pt,1654,es,
pt,1656,es,
pt,1658,es,
pt,1660,es,
pt,1662,es,
pt,1696,es,
pt,1666,es,
pt,1668,es,
pt,339,es,
pt,1672,es,
pt,1674,es,
pt,1676,es,
pt,1678,es,
pt,1700,es,
pt,1680,es,
pt,1698,es,
pt,1686,es,
pt,1688,es,
pt,1690,es,
pt,1692,es,
pt,1702,es,
pt,1704,es,
pt,1706,es,
pt,1758,es,
pt,1772,es,
pt,1774,es,
pt,1708,es,
pt,1710,es,
pt,1712,es,
pt,1714,es,
pt,1716,es,
pt,1718,es,
pt,1720,es,
pt,1722,es,
pt,1724,es,
pt,1726,es,
pt,1728,es,
pt,1730,es,
pt,1732,es,
pt,1734,es,
pt,1736,es,
pt,160,es,
pt,162,es,
pt,1738,es,
pt,103,es,
pt,1740,es,
pt,1880,es,
pt,1742,es,
pt,1744,es,
pt,1746,es,
pt,1748,es,
pt,1776,es,
pt,1750,es,
pt,1752,es,
pt,1754,es,
pt,1756,es,
pt,1760,es,
pt,1762,es,
pt,1882,es,
pt,1780,es,
pt,1764,es,
pt,1766,es,
pt,1768,es,
pt,1770,es,
pt,1778,es,
pt,1792,es,
pt,1794,es,
pt,1836,es,
pt,1782,es,
pt,1784,es,
pt,1786,es,
pt,1788,es,
pt,1790,es,
pt,1796,es,
pt,1798,es,
pt,1800,es,
pt,1802,es,
pt,1804,es,
pt,1806,es,
pt,1808,es,
pt,1810,es,
pt,1812,es,
pt,1814,es,
pt,1816,es,
pt,1818,es,
pt,1820,es,
pt,1822,es,
pt,1824,es,
pt,1826,es,
pt,1884,es,
pt,1838,es,
pt,1840,es,
pt,1842,es,
pt,1828,es,
pt,1830,es,
pt,1832,es,
pt,1834,es,
pt,1844,es,
pt,1846,es,
pt,1848,es,
pt,1850,es,
pt,1852,es,
pt,1854,es,
pt,1856,es,
pt,1858,es,
pt,1862,es,
pt,1864,es,
pt,1860,es,
pt,1868,es,
pt,1870,es,
pt,1872,es,
pt,1910,es,
pt,1866,es,
pt,1874,es,
pt,1876,es,
pt,1914,es,
pt,1886,es,
pt,1888,es,
pt,1890,es,
pt,1906,es,
pt,1908,es,
pt,1892,es,
pt,1894,es,
pt,1896,es,
pt,1898,es,
pt,1900,es,
pt,1902,es,
pt,1904,es,
pt,1918,es,
pt,1878,es,
pt,1916,es,
pt,168,es,
pt,171,es,
pt,1960,es,
pt,1962,es,
pt,1964,es,
pt,1920,es,
pt,1922,es,
pt,1924,es,
pt,1926,es,
pt,1928,es,
pt,1930,es,
pt,1932,es,
pt,1934,es,
pt,1936,es,
pt,1938,es,
pt,1940,es,
pt,1942,es,
pt,1944,es,
pt,1946,es,
pt,1948,es,
pt,1950,es,
pt,1952,es,
pt,1954,es,
pt,1956,es,
pt,1966,es,
pt,174,es,
pt,2018,es,
pt,1968,es,
pt,2012,es,
pt,1912,es,
pt,1972,es,
pt,1958,es,
pt,1974,es,
pt,1976,es,
pt,1978,es,
pt,1980,es,
pt,1982,es,
pt,1984,es,
pt,1986,es,
pt,1988,es,
pt,1990,es,
pt,1992,es,
pt,1994,es,
pt,1970,es,
pt,2000,es,
pt,2002,es,
pt,2004,es,
pt,2006,es,
pt,1998,es,
pt,2010,es,
pt,2016,es,
pt,2042,es,
pt,2040,es,
pt,2008,es,
pt,176,es,
pt,2020,es,
pt,2022,es,
pt,2024,es,
pt,2026,es,
pt,2028,es,
pt,2030,es,
pt,2032,es,
pt,2034,es,
pt,2036,es,
pt,2044,es,
pt,2074,es,
pt,2072,es,
pt,178,es,
pt,2014,es,
pt,2046,es,
pt,2048,es,
pt,2050,es,
pt,2052,es,
pt,2054,es,
pt,2056,es,
pt,2114,es,
pt,2116,es,
pt,2098,es,
pt,2100,es,
pt,2058,es,
pt,2060,es,
pt,2062,es,
pt,2064,es,
pt,2066,es,
pt,2068,es,
pt,2070,es,
pt,2076,es,
pt,2078,es,
pt,2080,es,
pt,2082,es,
pt,2084,es,
pt,2086,es,
pt,2088,es,
pt,2118,es,
pt,2120,es,
pt,2112,es,
pt,2110,es,
pt,2090,es,
pt,2092,es,
pt,2094,es,
pt,2096,es,
pt,2102,es,
pt,2104,es,
pt,2106,es,
pt,2108,es,
pt,2122,es,
pt,2144,es,
pt,2146,es,
pt,2148,es,
pt,2124,es,
pt,2126,es,
pt,2128,es,
pt,2130,es,
pt,2132,es,
pt,2134,es,
pt,2038,es,
pt,2138,es,
pt,2140,es,
pt,2142,es,
pt,2152,es,
pt,2184,es,
pt,2178,es,
pt,1996,es,
pt,2150,es,
pt,2154,es,
pt,2156,es,
pt,2158,es,
pt,2160,es,
pt,2162,es,
pt,2164,es,
pt,2166,es,
pt,2168,es,
pt,2170,es,
pt,2172,es,
pt,2174,es,
pt,2188,es,
pt,2180,es,
pt,2186,es,
pt,2199,es,
pt,2197,es,
pt,180,es,
pt,2136,es,
pt,2182,es,
pt,2190,es,
pt,2192,es,
pt,2193,es,
pt,2195,es,
pt,2201,es,
pt,2203,es,
pt,2205,es,
pt,2229,es,
pt,2227,es,
pt,2207,es,
pt,2209,es,
pt,2211,es,
pt,2213,es,
pt,2215,es,
pt,2239,es,
pt,2274,es,
pt,2245,es,
pt,2266,es,
pt,2217,es,
pt,2219,es,
pt,2221,es,
pt,2223,es,
pt,2225,es,
pt,2231,es,
pt,2233,es,
pt,2235,es,
pt,2237,es,
pt,2243,es,
pt,2241,es,
pt,2247,es,
pt,2249,es,
pt,2251,es,
pt,2253,es,
pt,2176,es,
pt,2257,es,
pt,2259,es,
pt,2261,es,
pt,2263,es,
pt,2268,es,
pt,2288,es,
pt,2282,es,
pt,2255,es,
pt,2270,es,
pt,2272,es,
pt,2264,es,
pt,2278,es,
pt,2280,es,
pt,2290,es,
pt,2302,es,
pt,2284,es,
pt,2276,es,
pt,2300,es,
pt,2292,es,
pt,2294,es,
pt,2296,es,
pt,2286,es,
pt,2316,es,
pt,2304,es,
pt,2306,es,
pt,183,es,
pt,2386,es,
pt,2326,es,
pt,2308,es,
pt,2310,es,
pt,2312,es,
pt,2314,es,
pt,2318,es,
pt,2322,es,
pt,2324,es,
pt,2328,es,
pt,2330,es,
pt,2332,es,
pt,2334,es,
pt,2336,es,
pt,2338,es,
pt,2340,es,
pt,2342,es,
pt,2344,es,
pt,2346,es,
pt,2348,es,
pt,2350,es,
pt,2352,es,
pt,2354,es,
pt,2356,es,
pt,2358,es,
pt,2360,es,
pt,2362,es,
pt,2364,es,
pt,2366,es,
pt,2368,es,
pt,2370,es,
pt,2372,es,
pt,2374,es,
pt,2376,es,
pt,2378,es,
pt,2380,es,
pt,2382,es,
pt,2384,es,
pt,131,es,8990
pt,2412,es,
pt,2390,es,
pt,2388,es,
pt,2408,es,
pt,2392,es,
pt,2394,es,
pt,2396,es,
pt,2398,es,
pt,2400,es,
pt,2402,es,
pt,2404,es,
pt,2406,es,
pt,2414,es,
pt,2416,es,
pt,2410,es,
pt,2424,es,
pt,2418,es,
pt,2420,es,
pt,189,es,
pt,2298,es,
pt,2444,es,
pt,2434,es,
pt,2426,es,
pt,2428,es,
pt,2430,es,
pt,2432,es,
pt,2436,es,
pt,2438,es,
pt,2440,es,
pt,2442,es,
pt,2448,es,
pt,2450,es,
pt,2460,es,
pt,2462,es,
pt,2446,es,
pt,2468,es,
pt,2482,es,
pt,2422,es,
pt,2452,es,
pt,2454,es,
pt,2456,es,
pt,2488,es,
pt,2458,es,
pt,191,es,8073
pt,2490,es,
pt,2466,es,
pt,2464,es,
pt,2470,es,
pt,2506,es,
pt,2504,es,
pt,165,es,
pt,2472,es,
pt,2474,es,
pt,2476,es,
pt,2478,es,
pt,2480,es,
pt,2484,es,
pt,2510,es,
pt,2508,es,
pt,196,es,
pt,2486,es,
pt,2492,es,
pt,2494,es,
pt,2496,es,
pt,2498,es,
pt,2500,es,
pt,2512,es,
pt,2502,es,
pt,2526,es,
pt,2728,es,
pt,2514,es,
pt,2528,es,
pt,2534,es,
pt,2516,es,
pt,2820,es,
pt,2518,es,
pt,2520,es,
pt,2522,es,
pt,2524,es,
pt,2530,es,
pt,2542,es,
pt,2536,es,
pt,2538,es,
pt,2540,es,
pt,2532,es,
pt,2824,es,
pt,2544,es,
pt,2546,es,
pt,2558,es,
pt,2562,es,
pt,2564,es,
pt,2560,es,
pt,2600,es,
pt,2566,es,
pt,2548,es,
pt,2550,es,
pt,2552,es,
pt,2554,es,
pt,2556,es,
pt,2568,es,
pt,2570,es,
pt,2572,es,
pt,2578,es,
pt,2580,es,
pt,2582,es,
pt,2574,es,
pt,2576,es,
pt,2584,es,
pt,2586,es,
pt,2588,es,
pt,2590,es,
pt,2592,es,
pt,2596,es,
pt,2598,es,
pt,2604,es,
pt,2594,es,
pt,2606,es,
pt,2602,es,
pt,2618,es,
pt,2608,es,
pt,2610,es,
pt,2612,es,
pt,2614,es,
pt,198,es,
pt,2620,es,
pt,2651,es,
pt,2616,es,
pt,2622,es,
pt,2624,es,
pt,2626,es,
pt,2628,es,
pt,2630,es,
pt,2632,es,
pt,2634,es,
pt,2647,es,
pt,2635,es,
pt,2637,es,
pt,2639,es,
pt,2641,es,
pt,2643,es,
pt,2657,es,
pt,2674,es,
pt,2682,es,
pt,2645,es,
pt,2668,es,
pt,2684,es,
pt,2686,es,
pt,2649,es,
pt,201,es,
pt,2688,es,
pt,2653,es,
pt,2655,es,
pt,2690,es,
pt,2670,es,
pt,2659,es,
pt,2661,es,
pt,2662,es,
pt,2664,es,
pt,2692,es,
pt,2724,es,
pt,2826,es,
pt,2720,es,
pt,2666,es,
pt,2680,es,
pt,2672,es,
pt,2676,es,
pt,2678,es,
pt,2694,es,
pt,726,es,
pt,2696,es,
pt,2698,es,
pt,2700,es,
pt,2702,es,
pt,2704,es,
pt,2706,es,
pt,2708,es,
pt,2710,es,
pt,2712,es,
pt,2714,es,
pt,2716,es,
pt,2718,es,
pt,2730,es,
pt,2734,es,
pt,2722,es,
pt,2726,es,
pt,2750,es,
pt,2732,es,
pt,2748,es,
pt,2736,es,
pt,2738,es,
pt,207,es,
pt,2740,es,
pt,2742,es,
pt,2744,es,
pt,2746,es,
pt,2764,es,
pt,2766,es,
pt,209,es,
pt,2784,es,
pt,2788,es,
pt,2786,es,
pt,2754,es,
pt,2762,es,
pt,2752,es,
pt,2760,es,
pt,2756,es,
pt,2758,es,
pt,643,es,
pt,2768,es,
pt,2770,es,
pt,2772,es,
pt,2774,es,
pt,2776,es,
pt,2778,es,
pt,2792,es,
pt,2780,es,
pt,211,es,
pt,213,es,
pt,2782,es,
pt,2790,es,
pt,2796,es,
pt,2794,es,
pt,2798,es,
pt,2808,es,
pt,2800,es,
pt,2802,es,
pt,2804,es,
pt,2845,es,
pt,2806,es,
pt,2814,es,
pt,2810,es,
pt,2812,es,
pt,2816,es,
pt,2818,es,
pt,2942,es,
pt,2828,es,
pt,2860,es,
pt,2822,es,
pt,2944,es,
pt,2843,es,
pt,2830,es,
pt,2831,es,
pt,2833,es,
pt,2835,es,
pt,2837,es,
pt,2839,es,
pt,2841,es,
pt,2854,es,
pt,2847,es,
pt,2848,es,
pt,2850,es,
pt,2864,es,
pt,215,es,
pt,2952,es,
pt,2852,es,
pt,2858,es,
pt,2866,es,
pt,2856,es,
pt,605,es,
pt,2872,es,
pt,217,es,
pt,2962,es,
pt,2868,es,
pt,2862,es,
pt,2870,es,
pt,2884,es,
pt,2886,es,
pt,2876,es,
pt,2874,es,
pt,2878,es,
pt,2888,es,
pt,2890,es,
pt,2892,es,
pt,2900,es,
pt,2978,es,
pt,2880,es,
pt,223,es,
pt,2882,es,
pt,2896,es,
pt,2894,es,
pt,2898,es,
pt,2904,es,
pt,2902,es,
pt,2908,es,
pt,2906,es,
pt,2928,es,
pt,2910,es,
pt,2912,es,
pt,2914,es,
pt,2916,es,
pt,2918,es,
pt,2964,es,
pt,3038,es,
pt,2930,es,
pt,2920,es,
pt,2922,es,
pt,2924,es,
pt,2926,es,
pt,2956,es,
pt,4348,es,
pt,2938,es,
pt,2932,es,
pt,2934,es,
pt,2936,es,
pt,2940,es,
pt,3024,es,
pt,3040,es,
pt,225,es,
pt,2948,es,
pt,2980,es,
pt,4350,es,
pt,227,es,
pt,2946,es,
pt,2950,es,
pt,4352,es,
pt,3042,es,
pt,2954,es,
pt,3032,es,
pt,2968,es,
pt,2982,es,
pt,4354,es,
pt,2960,es,
pt,2970,es,
pt,2958,es,
pt,3044,es,
pt,2972,es,
pt,2992,es,
pt,3066,es,
pt,2966,es,
pt,2974,es,
pt,2976,es,
pt,3004,es,
pt,3034,es,
pt,3008,es,
pt,3006,es,
pt,1670,es,
pt,931,es,
pt,3002,es,
pt,3026,es,
pt,3036,es,
pt,3046,es,
pt,3088,es,
pt,3072,es,
pt,2984,es,
pt,2986,es,
pt,2988,es,
pt,2990,es,
pt,2994,es,
pt,2996,es,
pt,2998,es,
pt,3000,es,
pt,3028,es,
pt,3014,es,
pt,233,es,
pt,3016,es,
pt,3018,es,
pt,3020,es,
pt,3022,es,
pt,3092,es,
pt,3030,es,
pt,3062,es,
pt,3058,es,
pt,3056,es,
pt,3054,es,
pt,3108,es,
pt,3070,es,
pt,235,es,
pt,238,es,
pt,3048,es,
pt,3050,es,
pt,3052,es,
pt,3068,es,
pt,3060,es,
pt,3064,es,
pt,3090,es,
pt,3078,es,
pt,3080,es,
pt,3158,es,
pt,240,es,
pt,3074,es,
pt,3150,es,
pt,3086,es,
pt,3076,es,
pt,3082,es,
pt,3094,es,
pt,3084,es,
pt,243,es,
pt,246,es,
pt,3199,es,
pt,3100,es,
pt,3096,es,
pt,3098,es,
pt,3176,es,
pt,3110,es,
pt,3102,es,
pt,3104,es,
pt,3120,es,
pt,3106,es,
pt,3221,es,
pt,3152,es,
pt,3203,es,
pt,3112,es,
pt,3114,es,
pt,3116,es,
pt,3148,es,
pt,3118,es,
pt,3122,es,
pt,3124,es,
pt,3126,es,
pt,3128,es,
pt,3130,es,
pt,3132,es,
pt,3134,es,
pt,3136,es,
pt,3138,es,
pt,3140,es,
pt,3142,es,
pt,3144,es,
pt,3146,es,
pt,3154,es,
pt,3166,es,
pt,3156,es,
pt,3299,es,
pt,3160,es,
pt,3162,es,
pt,3164,es,
pt,442,es,
pt,3010,es,
pt,3168,es,
pt,3012,es,
pt,3335,es,
pt,3178,es,
pt,3170,es,
pt,3182,es,
pt,261,es,
pt,3174,es,
pt,3301,es,
pt,3180,es,
pt,3183,es,
pt,3185,es,
pt,3172,es,
pt,3187,es,
pt,3189,es,
pt,3217,es,
pt,3191,es,
pt,3193,es,
pt,3195,es,
pt,3201,es,
pt,3197,es,
pt,3303,es,
pt,263,es,
pt,3215,es,
pt,3305,es,
pt,3211,es,
pt,3213,es,
pt,3209,es,
pt,3205,es,
pt,3207,es,
pt,3337,es,
pt,270,es,
pt,3219,es,
pt,272,es,
pt,265,es,
pt,267,es,
pt,3223,es,
pt,274,es,
pt,3345,es,
pt,3351,es,
pt,3347,es,
pt,3349,es,
pt,3343,es,
pt,3233,es,
pt,3225,es,
pt,3333,es,
pt,3231,es,
pt,204,es,
pt,276,es,
pt,3253,es,
pt,3227,es,
pt,3229,es,
pt,3235,es,
pt,3237,es,
pt,3239,es,
pt,3241,es,
pt,3243,es,
pt,3245,es,
pt,3247,es,
pt,3249,es,
pt,3251,es,
pt,284,es,
pt,3255,es,
pt,3257,es,
pt,3259,es,
pt,3261,es,
pt,3263,es,
pt,3265,es,
pt,3267,es,
pt,3269,es,
pt,3271,es,
pt,3273,es,
pt,3275,es,
pt,3277,es,
pt,3279,es,
pt,3281,es,
pt,3283,es,
pt,3285,es,
pt,3287,es,
pt,3289,es,
pt,3291,es,
pt,3293,es,
pt,3297,es,
pt,3295,es,
pt,286,es,
pt,3387,es,
pt,3319,es,
pt,3381,es,
pt,281,es,
pt,3383,es,
pt,3385,es,
pt,3389,es,
pt,3311,es,
pt,3341,es,
pt,291,es,
pt,3307,es,
pt,288,es,
pt,3313,es,
pt,3315,es,
pt,3317,es,
pt,3321,es,
pt,3363,es,
pt,3323,es,
pt,3325,es,
pt,3327,es,
pt,3329,es,
pt,3331,es,
pt,3339,es,
pt,3353,es,
pt,3355,es,
pt,3357,es,
pt,3359,es,
pt,3361,es,
pt,3369,es,
pt,3367,es,
pt,3365,es,
pt,301,es,
pt,299,es,
pt,3309,es,
pt,3375,es,
pt,330,es,
pt,3371,es,
pt,304,es,
pt,3393,es,
pt,3399,es,
pt,3403,es,
pt,3397,es,
pt,3401,es,
pt,293,es,
pt,306,es,
pt,3379,es,
pt,3373,es,
pt,3377,es,
pt,309,es,
pt,3391,es,
pt,3405,es,
pt,311,es,
pt,313,es,
pt,3469,es,
pt,3411,es,
pt,3413,es,
pt,3437,es,
pt,3471,es,
pt,3479,es,
pt,3433,es,
pt,3407,es,
pt,350,es,
pt,3409,es,
pt,3421,es,
pt,3473,es,
pt,3395,es,
pt,315,es,
pt,3415,es,
pt,3417,es,
pt,3419,es,
pt,3423,es,
pt,3425,es,
pt,317,es,
pt,319,es,
pt,252,es,
pt,3522,es,
pt,3475,es,
pt,3429,es,
pt,3427,es,
pt,3435,es,
pt,321,es,
pt,3439,es,
pt,3441,es,
pt,3443,es,
pt,3445,es,
pt,3447,es,
pt,3449,es,
pt,3451,es,
pt,3453,es,
pt,3455,es,
pt,3457,es,
pt,3459,es,
pt,3461,es,
pt,3463,es,
pt,3465,es,
pt,3467,es,
pt,326,es,
pt,3487,es,
pt,328,es,
pt,3533,es,
pt,3548,es,
pt,3542,es,
pt,3477,es,
pt,3483,es,
pt,3481,es,
pt,3485,es,
pt,3489,es,
pt,3491,es,
pt,3493,es,
pt,3495,es,
pt,3497,es,
pt,3499,es,
pt,3501,es,
pt,3503,es,
pt,3505,es,
pt,3506,es,
pt,3520,es,
pt,3524,es,
pt,3539,es,
pt,333,es,
pt,3508,es,
pt,3510,es,
pt,3512,es,
pt,3514,es,
pt,3516,es,
pt,3518,es,
pt,335,es,
pt,3544,es,
pt,3552,es,
pt,3540,es,
pt,3546,es,
pt,3525,es,
pt,3527,es,
pt,3529,es,
pt,3531,es,
pt,3589,es,
pt,337,es,
pt,341,es,
pt,249,es,
pt,343,es,
pt,3562,es,
pt,3583,es,
pt,3556,es,
pt,3550,es,
pt,3554,es,
pt,3564,es,
pt,3535,es,
pt,3537,es,
pt,345,es,
pt,353,es,
pt,347,es,
pt,3570,es,
pt,3657,es,
pt,3566,es,
pt,358,es,
pt,3431,es,
pt,355,es,
pt,363,es,
pt,365,es,
pt,3587,es,
pt,3659,es,
pt,3568,es,
pt,367,es,
pt,369,es,
pt,371,es,
pt,3577,es,
pt,3579,es,
pt,3668,es,
pt,3694,es,
pt,3572,es,
pt,3558,es,
pt,3560,es,
pt,3585,es,
pt,373,es,
pt,375,es,
pt,3661,es,
pt,3664,es,
pt,3728,es,
pt,3798,es,
pt,3666,es,
pt,3574,es,
pt,379,es,
pt,381,es,
pt,377,es,
pt,383,es,
pt,3732,es,
pt,3877,es,
pt,3700,es,
pt,3702,es,
pt,3698,es,
pt,3581,es,
pt,360,es,
pt,386,es,
pt,3591,es,
pt,3593,es,
pt,3595,es,
pt,3597,es,
pt,3599,es,
pt,3601,es,
pt,3603,es,
pt,3605,es,
pt,3607,es,
pt,3609,es,
pt,3611,es,
pt,3613,es,
pt,3615,es,
pt,3617,es,
pt,3619,es,
pt,3621,es,
pt,388,es,
pt,3623,es,
pt,3625,es,
pt,3627,es,
pt,3629,es,
pt,3631,es,
pt,3633,es,
pt,3635,es,
pt,3637,es,
pt,3639,es,
pt,3641,es,
pt,3643,es,
pt,3645,es,
pt,3647,es,
pt,3649,es,
pt,3651,es,
pt,3653,es,
pt,3655,es,
pt,3670,es,
pt,3672,es,
pt,390,es,
pt,3734,es,
pt,3704,es,
pt,3708,es,
pt,4060,es,
pt,3706,es,
pt,393,es,
pt,3674,es,
pt,3676,es,
pt,3678,es,
pt,3680,es,
pt,3682,es,
pt,3684,es,
pt,3686,es,
pt,3688,es,
pt,3690,es,
pt,3692,es,
pt,3756,es,
pt,3794,es,
pt,498,es,
pt,3696,es,
pt,3710,es,
pt,3712,es,
pt,3714,es,
pt,3716,es,
pt,3722,es,
pt,3726,es,
pt,3730,es,
pt,3758,es,
pt,3760,es,
pt,3762,es,
pt,3718,es,
pt,3720,es,
pt,3768,es,
pt,398,es,
pt,400,es,
pt,3736,es,
pt,3772,es,
pt,395,es,
pt,402,es,
pt,404,es,
pt,407,es,
pt,3774,es,
pt,3778,es,
pt,409,es,
pt,411,es,
pt,3776,es,
pt,3800,es,
pt,3738,es,
pt,3740,es,
pt,3742,es,
pt,3744,es,
pt,3746,es,
pt,3748,es,
pt,3750,es,
pt,3752,es,
pt,3754,es,
pt,3764,es,
pt,3766,es,
pt,3770,es,
pt,413,es,
pt,3796,es,
pt,415,es,
pt,472,es,
pt,3854,es,
pt,3805,es,
pt,3807,es,
pt,3873,es,
pt,3780,es,
pt,417,es,
pt,3782,es,
pt,3879,es,
pt,3784,es,
pt,3786,es,
pt,3788,es,
pt,3790,es,
pt,3792,es,
pt,3875,es,
pt,3804,es,
pt,541,es,
pt,3881,es,
pt,419,es,
pt,760,es,
pt,3802,es,
pt,3891,es,
pt,3883,es,
pt,3809,es,
pt,3811,es,
pt,3813,es,
pt,3867,es,
pt,3869,es,
pt,425,es,
pt,428,es,
pt,3889,es,
pt,3885,es,
pt,651,es,
pt,3862,es,
pt,3815,es,
pt,3817,es,
pt,3818,es,
pt,3820,es,
pt,3821,es,
pt,3822,es,
pt,3823,es,
pt,3824,es,
pt,3825,es,
pt,3826,es,
pt,3827,es,
pt,3828,es,
pt,3829,es,
pt,3830,es,
pt,3831,es,
pt,3832,es,
pt,3833,es,
pt,3834,es,
pt,3835,es,
pt,3836,es,
pt,3837,es,
pt,3838,es,
pt,3840,es,
pt,3842,es,
pt,3844,es,
pt,3845,es,
pt,3847,es,
pt,3849,es,
pt,3850,es,
pt,3852,es,
pt,3853,es,
pt,3856,es,
pt,3858,es,
pt,3859,es,
pt,3860,es,
pt,3861,es,
pt,3865,es,
pt,3866,es,
pt,3871,es,
pt,3911,es,
pt,3913,es,
pt,3897,es,
pt,560,es,
pt,3901,es,
pt,434,es,
pt,3899,es,
pt,3923,es,
pt,3942,es,
pt,3948,es,
pt,3887,es,
pt,439,es,
pt,437,es,
pt,3966,es,
pt,3903,es,
pt,3893,es,
pt,3895,es,
pt,4052,es,
pt,4152,es,
pt,3950,es,
pt,3905,es,
pt,3907,es,
pt,3909,es,
pt,3919,es,
pt,3925,es,
pt,3927,es,
pt,4157,es,
pt,3915,es,
pt,3917,es,
pt,3921,es,
pt,3940,es,
pt,3929,es,
pt,3930,es,
pt,3932,es,
pt,3934,es,
pt,3936,es,
pt,3938,es,
pt,3944,es,
pt,3968,es,
pt,4186,es,
pt,445,es,
pt,3952,es,
pt,3954,es,
pt,3946,es,
pt,3956,es,
pt,4058,es,
pt,3958,es,
pt,3960,es,
pt,3962,es,
pt,3964,es,
pt,3970,es,
pt,802,es,
pt,3972,es,
pt,4208,es,
pt,4210,es,
pt,4084,es,
pt,3974,es,
pt,3976,es,
pt,3978,es,
pt,3980,es,
pt,3984,es,
pt,3982,es,
pt,3986,es,
pt,3988,es,
pt,3990,es,
pt,3992,es,
pt,3996,es,
pt,3994,es,
pt,3998,es,
pt,4000,es,
pt,4002,es,
pt,4004,es,
pt,4006,es,
pt,4008,es,
pt,4012,es,
pt,4010,es,
pt,4014,es,
pt,4016,es,
pt,4018,es,
pt,4020,es,
pt,4022,es,
pt,4024,es,
pt,448,es,
pt,4026,es,
pt,4028,es,
pt,4030,es,
pt,4032,es,
pt,4034,es,
pt,4036,es,
pt,4038,es,
pt,4040,es,
pt,4042,es,
pt,4044,es,
pt,4046,es,
pt,4048,es,
pt,4050,es,
pt,4054,es,
pt,4056,es,
pt,454,es,
pt,4066,es,
pt,4086,es,
pt,4214,es,
pt,451,es,
pt,4062,es,
pt,4064,es,
pt,4068,es,
pt,4070,es,
pt,4072,es,
pt,4074,es,
pt,4076,es,
pt,4078,es,
pt,4080,es,
pt,4082,es,
pt,4190,es,
pt,4192,es,
pt,4088,es,
pt,4089,es,
pt,4090,es,
pt,4091,es,
pt,4092,es,
pt,4093,es,
pt,4111,es,
pt,4094,es,
pt,4096,es,
pt,4097,es,
pt,4099,es,
pt,4100,es,
pt,4101,es,
pt,4156,es,
pt,4159,es,
pt,4103,es,
pt,4105,es,
pt,4107,es,
pt,4109,es,
pt,4112,es,
pt,4114,es,
pt,4116,es,
pt,4118,es,
pt,4120,es,
pt,4124,es,
pt,4122,es,
pt,4126,es,
pt,4128,es,
pt,4130,es,
pt,4132,es,
pt,4134,es,
pt,4136,es,
pt,4138,es,
pt,4140,es,
pt,4142,es,
pt,4144,es,
pt,4146,es,
pt,4148,es,
pt,4154,es,
pt,4150,es,
pt,4218,es,
pt,4188,es,
pt,457,es,
pt,460,es,
pt,504,es,
pt,4198,es,
pt,4160,es,
pt,4162,es,
pt,4164,es,
pt,4166,es,
pt,4168,es,
pt,4170,es,
pt,4172,es,
pt,4174,es,
pt,4176,es,
pt,4178,es,
pt,4180,es,
pt,4182,es,
pt,4184,es,
pt,4196,es,
pt,4224,es,
pt,4200,es,
pt,4194,es,
pt,4222,es,
pt,4220,es,
pt,463,es,
pt,4212,es,
pt,4206,es,
pt,4204,es,
pt,4202,es,
pt,4288,es,
pt,466,es,
pt,4284,es,
pt,4242,es,
pt,4244,es,
pt,4216,es,
pt,4336,es,
pt,469,es,
pt,4254,es,
pt,4424,es,
pt,4226,es,
pt,4228,es,
pt,4232,es,
pt,4234,es,
pt,4252,es,
pt,4230,es,
pt,4286,es,
pt,4238,es,
pt,4236,es,
pt,4240,es,
pt,4246,es,
pt,4248,es,
pt,4296,es,
pt,474,es,
pt,4300,es,
pt,4298,es,
pt,4312,es,
pt,4290,es,
pt,4250,es,
pt,4346,es,
pt,4316,es,
pt,477,es,
pt,4338,es,
pt,4310,es,
pt,4264,es,
pt,4342,es,
pt,4426,es,
pt,4314,es,
pt,4344,es,
pt,4260,es,
pt,4266,es,
pt,4268,es,
pt,4270,es,
pt,4272,es,
pt,4274,es,
pt,4276,es,
pt,4278,es,
pt,4280,es,
pt,4282,es,
pt,4318,es,
pt,4355,es,
pt,4320,es,
pt,4322,es,
pt,4324,es,
pt,4365,es,
pt,4330,es,
pt,4326,es,
pt,4340,es,
pt,4328,es,
pt,4292,es,
pt,4294,es,
pt,4302,es,
pt,4304,es,
pt,4306,es,
pt,4308,es,
pt,4357,es,
pt,4373,es,
pt,4359,es,
pt,945,es,
pt,4375,es,
pt,4398,es,
pt,4367,es,
pt,4361,es,
pt,4369,es,
pt,4371,es,
pt,4376,es,
pt,4396,es,
pt,4332,es,
pt,4334,es,
pt,4382,es,
pt,501,es,
pt,4390,es,
pt,4384,es,
pt,4406,es,
pt,4420,es,
pt,485,es,
pt,4422,es,
pt,4414,es,
pt,4392,es,
pt,483,es,
pt,4404,es,
pt,4432,es,
pt,4394,es,
pt,4434,es,
pt,4410,es,
pt,4430,es,
pt,4363,es,
pt,4447,es,
pt,4428,es,
pt,4418,es,
pt,4386,es,
pt,4378,es,
pt,4380,es,
pt,4457,es,
pt,488,es,
pt,4388,es,
pt,4449,es,
pt,4451,es,
pt,4453,es,
pt,4469,es,
pt,4443,es,
pt,4445,es,
pt,4436,es,
pt,4400,es,
pt,491,es,
pt,4408,es,
pt,4492,es,
pt,4402,es,
pt,4518,es,
pt,4439,es,
pt,4412,es,
pt,4416,es,
pt,4441,es,
pt,323,es,
pt,4477,es,
